Invoice Date,Event,Event Date,Event Time,Section,Row,Ticket Qty,Sold Price
7/1/2022 2:17:51 PM -04:00,Boston Red Sox vs. Tampa Bay Rays,7/4/22 0:00,13:35:00,Outfield Grandstand 7,13,2,47
7/1/2022 9:57:20 PM -04:00,Boston Red Sox vs. Tampa Bay Rays,7/5/22 0:00,19:10:00,Right Field Box B92,VV,5,34
7/3/2022 8:25:21 AM -04:00,Boston Red Sox vs. New York Yankees,7/7/22 0:00,19:10:00,First Base SRO,SRO,2,86
7/6/2022 12:28:33 PM -04:00,Boston Red Sox vs. New York Yankees,7/7/22 0:00,19:10:00,First Base SRO,SRO,2,79
7/7/2022 12:13:41 AM -04:00,Boston Red Sox vs. New York Yankees,7/7/22 0:00,19:10:00,First Base SRO,SRO,2,81
7/7/2022 10:07:43 AM -04:00,Boston Red Sox vs. New York Yankees,7/7/22 0:00,19:10:00,First Base SRO,SRO,2,81
8/12/2022 5:25:41 PM -04:00,Boston Red Sox vs. New York Yankees,8/13/22 0:00,19:15:00,FIELD BOX CLUB B74,AAA,2,232.82
7/26/2022 2:12:59 PM -04:00,Boston Red Sox vs. New York Yankees,8/14/22 0:00,19:08:00,Right Field Roof Box SRO,SRO,3,62.56
7/26/2022 5:25:24 PM -04:00,Boston Red Sox vs. New York Yankees,9/14/22 0:00,19:10:00,Dugout Box D77,2,2,599
7/18/2022 10:12:33 AM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/27/22 0:00,16:10:00,Green Monster SRO,SRO,4,165
7/19/2022 10:17:01 AM -04:00,Boston Red Sox vs. Toronto Blue Jays,7/24/22 0:00,13:35:00,Covidien Green Monster M10,3,2,354.2
7/19/2022 9:26:01 PM -04:00,Boston Red Sox vs. New York Yankees,8/14/22 0:00,19:08:00,Green Monster SRO,SRO,2,183.08
7/20/2022 5:45:27 PM -04:00,Boston Red Sox vs. Baltimore Orioles,8/11/22 0:00,19:10:00,Right Field Roof Box SRO,SRO,6,34
7/23/2022 3:55:31 PM -04:00,Boston Red Sox vs. New York Yankees,8/14/22 0:00,19:08:00,Green Monster SRO,SRO,2,188
7/23/2022 6:00:24 PM -04:00,Boston Red Sox vs. New York Yankees,8/14/22 0:00,19:08:00,Green Monster SRO,SRO,4,188
9/7/2022 2:31:13 AM -04:00,Boston Red Sox vs. New York Yankees,9/13/22 0:00,19:10:00,Right Field Roof Box SRO,SRO,3,48
9/5/2022 5:05:25 PM -04:00,Boston Red Sox vs. New York Yankees,9/14/22 0:00,19:10:00,FIELD BOX CLUB 71,AAA,4,228
7/24/2022 9:42:51 AM -04:00,Boston Red Sox vs. New York Yankees,8/14/22 0:00,19:08:00,Right Field Roof Box SRO,SRO,5,73
7/24/2022 7:57:01 PM -04:00,Boston Red Sox vs. New York Yankees,9/14/22 0:00,19:10:00,Green Monster SRO,SRO,2,162.84
7/25/2022 9:39:04 PM -04:00,Boston Red Sox vs. New York Yankees,8/14/22 0:00,19:08:00,Right Field Roof Box SRO,SRO,2,54.28
7/26/2022 12:08:00 AM -04:00,Boston Red Sox vs. New York Yankees,8/14/22 0:00,19:08:00,Right Field Roof Box SRO,SRO,2,62.56
7/30/2022 9:39:00 PM -04:00,Boston Red Sox vs. New York Yankees,8/13/22 0:00,19:15:00,Lower Left Field SRO,SRO,3,91.08
7/26/2022 2:02:00 PM -04:00,Boston Red Sox vs. New York Yankees,8/14/22 0:00,19:08:00,Right Field Roof Box SRO,SRO,2,62.56
7/26/2022 6:05:23 PM -04:00,Boston Red Sox vs. New York Yankees,8/14/22 0:00,19:08:00,Right Field Roof Box SRO,SRO,2,68
7/26/2022 8:31:45 PM -04:00,Boston Red Sox vs. New York Yankees,8/13/22 0:00,19:15:00,Lower Left Field SRO,SRO,5,115
7/29/2022 6:25:44 PM -04:00,Cleveland Guardians vs. Houston Astros,8/6/22 0:00,19:10:00,The Corner Bar,F,2,29.45
8/12/2022 11:11:59 PM -04:00,NFL Preseason: New England Patriots vs. Carolina Panthers,8/19/22 0:00,19:00:00,Upper 305,22,1,34.04
8/14/2022 2:35:40 PM -04:00,NFL Preseason: New England Patriots vs. Carolina Panthers,8/19/22 0:00,19:00:00,Upper 305,23,1,34.6
7/31/2022 4:24:00 PM -04:00,NFL Preseason: Tampa Bay Buccaneers vs. Miami Dolphins,8/13/22 0:00,19:30:00,300's Level 328,X,4,31.28
8/19/2022 8:39:31 AM -04:00,Tampa Bay Buccaneers vs. Green Bay Packers,9/25/22 0:00,16:25:00,300's Level 329,X,2,295
9/12/2022 9:33:15 AM -04:00,Tampa Bay Buccaneers vs. Kansas City Chiefs,10/2/22 0:00,20:20:00,300's Level 342,CC,4,238
9/8/2022 9:28:03 PM -04:00,Tampa Bay Buccaneers vs. Kansas City Chiefs,10/2/22 0:00,20:20:00,300's Level 328,X,2,249
8/18/2022 10:03:14 PM -04:00,Tampa Bay Buccaneers vs. Atlanta Falcons,10/9/22 0:00,13:00:00,300's Level 342,CC,4,112
9/12/2022 11:38:04 AM -04:00,Tampa Bay Buccaneers vs. Atlanta Falcons,10/9/22 0:00,13:00:00,300's Level 329,X,2,110.4
10/24/2022 8:47:59 PM -04:00,Tampa Bay Buccaneers vs. Baltimore Ravens,10/27/22 0:00,20:15:00,342,CC,1,125.2
10/17/2022 8:54:05 PM -04:00,Tampa Bay Buccaneers vs. Los Angeles Rams,11/6/22 0:00,16:25:00,329,X,4,173.73
11/27/2022 5:06:59 PM -05:00,Tampa Bay Buccaneers vs. New Orleans Saints,12/5/22 0:00,20:15:00,342,X,4,105.79
11/27/2022 6:10:59 PM -05:00,Tampa Bay Buccaneers vs. New Orleans Saints,12/5/22 0:00,20:15:00,329,X,4,115.5
12/11/2022 11:35:41 PM -05:00,Tampa Bay Buccaneers vs. Cincinnati Bengals,12/18/22 0:00,16:25:00,342,CC,4,186.06
12/12/2022 10:24:17 AM -05:00,Tampa Bay Buccaneers vs. Cincinnati Bengals,12/18/22 0:00,16:25:00,328,X,4,211.28
9/12/2022 2:33:17 PM -04:00,Tampa Bay Buccaneers vs. Carolina Panthers,1/1/23 0:00,13:00:00,300's Level 342,CC,4,129
9/12/2022 2:34:17 PM -04:00,Tampa Bay Buccaneers vs. Carolina Panthers,1/1/23 0:00,13:00:00,300's Level 328,X,4,129
9/12/2022 2:34:17 PM -04:00,Tampa Bay Buccaneers vs. Carolina Panthers,1/1/23 0:00,13:00:00,300's Level 329,X,4,129
9/25/2022 8:34:15 PM -04:00,New England Patriots vs. Detroit Lions,10/9/22 0:00,13:00:00,135,13,1,266
10/6/2022 12:24:17 AM -04:00,New England Patriots vs. Chicago Bears,10/24/22 0:00,20:15:00,132,29,1,252
11/1/2022 12:10:40 PM -04:00,New England Patriots vs. Indianapolis Colts,11/6/22 0:00,13:00:00,132,29,1,279.56
12/12/2022 8:37:22 PM -05:00,New England Patriots vs. Cincinnati Bengals,12/24/22 0:00,13:00:00,132,29,1,191.99
12/1/2022 2:33:02 PM -05:00,New England Patriots vs. Buffalo Bills,12/1/22 0:00,20:15:00,136,17,1,96.08
12/28/2022 5:14:00 PM -05:00,New England Patriots vs. Miami Dolphins,1/1/23 0:00,13:00:00,Lower 131,14,1,290.2
1/1/2023 11:30:15 AM -05:00,New England Patriots vs. Miami Dolphins,1/1/23 0:00,13:00:00,130,23,1,163.04
12/1/2022 8:13:57 AM -05:00,New England Patriots vs. Buffalo Bills,12/1/22 0:00,20:15:00,135,31,1,159
8/7/2022 11:00:46 AM -04:00,NFL Preseason: Miami Dolphins vs. Las Vegas Raiders,8/20/22 0:00,19:00:00,Upper 355,21,3,7
8/8/2022 4:30:41 PM -04:00,Miami Dolphins vs. New England Patriots,9/11/22 0:00,13:00:00,300's Level 356,23,5,98.18
8/13/2022 8:09:04 PM -04:00,Boston Red Sox vs. New York Yankees,8/14/22 0:00,19:08:00,Right Field Roof Box SRO,SRO,2,80.96
8/14/2022 1:49:00 AM -04:00,Miami Dolphins vs. Buffalo Bills,9/25/22 0:00,13:00:00,300's Level 356,23,3,101.2
8/14/2022 10:35:45 AM -04:00,Boston Red Sox vs. New York Yankees,9/13/22 0:00,19:10:00,Right Field Roof Box SRO,SRO,3,64.52
8/14/2022 11:56:59 AM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/27/22 0:00,16:10:00,Infield Grandstand 29,16,2,41.4
8/14/2022 7:22:04 PM -04:00,Boston Red Sox vs. New York Yankees,8/14/22 0:00,19:08:00,Pavilion Box 14,A,1,71.76
8/15/2022 12:00:00 AM -04:00,Boston Red Sox vs. New York Yankees,9/14/22 0:00,19:10:00,Right Field Roof Box SRO,SRO,2,63.48
8/15/2022 9:40:24 AM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/27/22 0:00,16:10:00,Green Monster SRO,SRO,2,165
8/15/2022 11:28:59 AM -04:00,Miami Dolphins vs. Pittsburgh Steelers,10/23/22 0:00,20:20:00,300's Level 356,23,2,173.88
8/15/2022 8:09:31 PM -04:00,Boston Red Sox vs. Toronto Blue Jays,8/25/22 0:00,19:10:00,Loge Box B163,EE,2,0
8/15/2022 8:19:15 PM -04:00,Tampa Bay Buccaneers vs. Green Bay Packers,9/25/22 0:00,16:25:00,300's Level 329,X,2,295
8/16/2022 7:17:04 PM -04:00,Boston Red Sox vs. New York Yankees,9/13/22 0:00,19:10:00,Green Monster SRO,SRO,2,150.88
8/17/2022 8:59:02 AM -04:00,NFL Preseason: New England Patriots vs. Carolina Panthers,8/19/22 0:00,19:00:00,Upper 305,9,1,32.2
8/17/2022 1:24:05 PM -04:00,NFL Preseason: New England Patriots vs. Carolina Panthers,8/19/22 0:00,19:00:00,Upper 306,10,1,32.2
8/5/2022 1:42:02 PM -04:00,NFL Preseason: Miami Dolphins vs. Philadelphia Eagles,8/27/22 0:00,19:00:00,Upper 356,23,7,5.52
8/6/2022 5:15:41 AM -04:00,Miami Dolphins vs. New England Patriots,9/11/22 0:00,13:00:00,300's Level 356,23,3,98.18
8/6/2022 3:50:46 PM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/27/22 0:00,16:10:00,Green Monster SRO,SRO,1,147.26
8/8/2022 4:35:41 AM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/27/22 0:00,16:10:00,Green Monster SRO,SRO,1,147.26
8/8/2022 4:59:59 PM -04:00,Boston Red Sox vs. Atlanta Braves,8/10/22 0:00,19:10:00,Green Monster SRO,SRO,3,118.68
8/10/2022 5:19:00 PM -04:00,NFL Preseason: Tampa Bay Buccaneers vs. Miami Dolphins,8/13/22 0:00,19:30:00,300's Level 342,AA,2,20.24
8/10/2022 4:23:53 PM -04:00,NFL Preseason: Tampa Bay Buccaneers vs. Miami Dolphins,8/13/22 0:00,19:30:00,300's Level 342,AA,1,22
8/10/2022 7:05:00 PM -04:00,Miami Dolphins vs. Buffalo Bills,9/25/22 0:00,13:00:00,300's Level 356,23,4,101.2
8/12/2022 11:54:17 AM -04:00,Boston Red Sox vs. New York Yankees,8/14/22 0:00,19:08:00,Green Monster SRO,SRO,2,150.7741
8/25/2022 12:36:00 PM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/26/22 0:00,19:10:00,Loge Box B162,JJ,4,31.28
8/17/2022 8:42:18 PM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/26/22 0:00,19:10:00,Right Field Roof Box 29,C,4,53
8/21/2022 11:57:28 AM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/26/22 0:00,19:10:00,Right Field Roof Box 29,D,4,46.31
8/25/2022 7:56:14 PM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/26/22 0:00,19:10:00,Right Field Roof Box 33,C,2,31
8/23/2022 9:38:00 PM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/26/22 0:00,19:10:00,Loge Box B160,NN,2,35.88
8/23/2022 5:44:53 AM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/26/22 0:00,19:10:00,Loge Box B161,JJ,4,58
8/24/2022 2:05:47 PM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/26/22 0:00,19:10:00,Loge Box B163,EE,2,35.53
8/12/2022 7:17:59 PM -04:00,Boston Red Sox vs. New York Yankees,8/12/22 0:00,19:10:00,Field Box B43,H,1,91.08
8/24/2022 1:16:15 AM -04:00,Boston Red Sox vs. Toronto Blue Jays,8/24/22 0:00,19:10:00,Loge Box B164,LL,2,26.68
8/23/2022 1:24:00 AM -04:00,Boston Red Sox vs. Toronto Blue Jays,8/25/22 0:00,19:10:00,Loge Box B157,BB,2,45.08
8/25/2022 8:55:04 AM -04:00,Boston Red Sox vs. Toronto Blue Jays,8/25/22 0:00,19:10:00,Loge Box B160,LL,2,28.52
8/25/2022 8:54:12 AM -04:00,Boston Red Sox vs. Toronto Blue Jays,8/25/22 0:00,19:10:00,Loge Box B161,HH,4,28.52
8/25/2022 9:01:06 AM -04:00,Boston Red Sox vs. Toronto Blue Jays,8/25/22 0:00,19:10:00,Loge Box B163,EE,2,28.52
8/28/2022 8:11:06 AM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/28/22 0:00,13:35:00,Loge Box B163,JJ,4,35.88
8/27/2022 11:51:04 AM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/28/22 0:00,13:35:00,Loge Box B164,JJ,4,40.48
8/22/2022 6:20:46 PM -04:00,Boston Red Sox vs. Toronto Blue Jays,8/24/22 0:00,19:10:00,Loge Box B164,LL,2,41.14
8/22/2022 6:35:40 PM -04:00,Boston Red Sox vs. Toronto Blue Jays,8/25/22 0:00,19:10:00,Loge Box B157,BB,2,45.82
8/23/2022 7:02:20 AM -04:00,Miami Dolphins vs. Pittsburgh Steelers,10/23/22 0:00,20:20:00,300's Level 356,23,4,189
8/23/2022 8:30:06 AM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/26/22 0:00,19:10:00,Loge Box B163,EE,2,40.48
8/23/2022 10:07:00 AM -04:00,Boston Red Sox vs. New York Yankees,9/13/22 0:00,19:10:00,Right Field Roof Box SRO,SRO,4,63.48
8/23/2022 2:28:01 PM -04:00,Boston Red Sox vs. Toronto Blue Jays,8/25/22 0:00,19:10:00,Loge Box B160,LL,2,40.48
8/23/2022 8:46:00 PM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/26/22 0:00,19:10:00,Loge Box B160,NN,2,35.88
8/23/2022 10:46:59 PM -04:00,Boston Red Sox vs. Toronto Blue Jays,8/24/22 0:00,19:10:00,Loge Box B161,KK,2,26.68
8/24/2022 2:16:18 PM -04:00,Miami Dolphins vs. Pittsburgh Steelers,10/23/22 0:00,20:20:00,300's Level 356,23,2,169
8/25/2022 12:00:25 PM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/26/22 0:00,19:10:00,Right Field Roof Box 33,C,2,34
8/26/2022 11:32:29 AM -04:00,Boston Red Sox vs. Texas Rangers,9/2/22 0:00,19:10:00,Green Monster SRO,SRO,1,93.8919
8/26/2022 2:55:24 PM -04:00,Boston Red Sox vs. Texas Rangers,9/2/22 0:00,19:10:00,Green Monster SRO,SRO,2,99
8/29/2022 1:15:01 PM -04:00,Las Vegas Raiders vs. Arizona Cardinals,9/18/22 0:00,13:25:00,C137,34,2,606.28
8/30/2022 11:00:42 AM -04:00,Las Vegas Raiders vs. Arizona Cardinals,9/18/22 0:00,13:25:00,123,30,2,349.69
8/27/2022 4:46:01 PM -04:00,Las Vegas Raiders vs. Arizona Cardinals,9/18/22 0:00,13:25:00,415,19,2,247.48
8/29/2022 6:39:14 PM -04:00,Los Angeles Rams vs. Buffalo Bills,9/8/22 0:00,17:20:00,C109,16,2,711
8/17/2022 3:00:45 PM -04:00,NFL Preseason: New England Patriots vs. Carolina Panthers,8/19/22 0:00,19:00:00,Upper 306,11,1,32.72
8/17/2022 9:37:17 PM -04:00,NFL Preseason: New England Patriots vs. Carolina Panthers,8/19/22 0:00,19:00:00,Upper 306,12,1,32
8/17/2022 5:00:06 PM -04:00,NFL Preseason: New England Patriots vs. Carolina Panthers,8/19/22 0:00,19:00:00,Upper 306,15,1,32.2
8/17/2022 12:58:04 PM -04:00,NFL Preseason: New England Patriots vs. Carolina Panthers,8/19/22 0:00,19:00:00,Upper 306,17,1,31.28
8/17/2022 2:53:05 PM -04:00,NFL Preseason: New England Patriots vs. Carolina Panthers,8/19/22 0:00,19:00:00,Upper 306,20,1,32.2
8/17/2022 10:23:04 AM -04:00,NFL Preseason: New England Patriots vs. Carolina Panthers,8/19/22 0:00,19:00:00,Upper 335,13,1,31.28
10/5/2022 12:05:24 PM -04:00,Tampa Bay Buccaneers vs. Atlanta Falcons,10/9/22 0:00,13:00:00,NEST8,S,2,149
10/26/2022 4:34:33 PM -04:00,Tampa Bay Buccaneers vs. New Orleans Saints,12/5/22 0:00,20:15:00,NEST8,S,12,232.31
12/4/2022 4:11:54 PM -05:00,Tampa Bay Buccaneers vs. Carolina Panthers,1/1/23 0:00,13:00:00,NEST8,S,12,269
8/18/2022 11:42:28 PM -04:00,Boston Celtics vs. Philadelphia 76ers,10/18/22 0:00,19:30:00,Club 141,H,2,707.81
8/30/2022 12:10:29 PM -04:00,Boston Celtics vs. Cleveland Cavaliers,10/28/22 0:00,19:30:00,Club 141,H,2,211.0308
10/23/2022 9:13:33 PM -04:00,Boston Celtics vs. Chicago Bulls,11/4/22 0:00,19:30:00,Club 141,H,2,299
11/7/2022 6:30:01 PM -05:00,Boston Celtics vs. Detroit Pistons,11/9/22 0:00,19:30:00,324,12,4,33.97
9/1/2022 4:40:26 PM -04:00,Boston Celtics vs. Detroit Pistons,11/9/22 0:00,19:30:00,Club 141,H,2,149
8/14/2022 2:57:55 PM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/27/22 0:00,16:10:00,Infield Grandstand 29,13,4,42.53
8/14/2022 1:49:32 PM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/27/22 0:00,16:10:00,Infield Grandstand 29,16,2,42.53
8/14/2022 9:48:59 PM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/27/22 0:00,16:10:00,Right Field Box B91,WW,4,41.4
9/12/2022 9:55:24 AM -04:00,Boston Red Sox vs. Kansas City Royals,9/16/22 0:00,19:10:00,Green Monster SRO,SRO,10,79
9/23/2022 10:32:21 PM -04:00,Tampa Bay Buccaneers vs. Kansas City Chiefs,10/2/22 0:00,20:20:00,300's Level 342,AA,3,279
8/22/2022 1:09:59 PM -04:00,Tampa Bay Buccaneers vs. Atlanta Falcons,10/9/22 0:00,13:00:00,300's Level 342,AA,3,101.2
10/16/2022 10:29:13 PM -04:00,Tampa Bay Buccaneers vs. Baltimore Ravens,10/27/22 0:00,20:15:00,342,AA,2,140
9/15/2022 9:15:41 PM -04:00,Tampa Bay Buccaneers vs. Los Angeles Rams,11/6/22 0:00,16:25:00,300's Level 342,AA,3,196.35
11/27/2022 7:50:14 PM -05:00,Tampa Bay Buccaneers vs. New Orleans Saints,12/5/22 0:00,20:15:00,342,AA,3,105.16
9/12/2022 2:34:17 PM -04:00,Tampa Bay Buccaneers vs. Carolina Panthers,1/1/23 0:00,13:00:00,300's Level 342,AA,3,119
8/13/2022 6:30:05 PM -04:00,Boston Red Sox vs. New York Yankees,8/13/22 0:00,19:15:00,Outfield Grandstand 2,13,1,100.28
8/13/2022 6:47:59 PM -04:00,Boston Red Sox vs. New York Yankees,8/13/22 0:00,19:15:00,Infield Grandstand 28,12,2,115
8/13/2022 7:21:59 PM -04:00,Boston Red Sox vs. Tampa Bay Rays,8/26/22 0:00,19:10:00,Loge Box B157,BB,2,69
8/28/2022 8:32:04 PM -04:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,410,21,2,413.08
12/4/2022 7:54:59 PM -05:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,C114,24,2,1018.15
12/23/2022 5:23:14 PM -05:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,127,24,2,655.07
8/28/2022 7:53:56 PM -04:00,Las Vegas Raiders vs. Denver Broncos,10/2/22 0:00,13:25:00,414,19,2,389
8/27/2022 2:15:04 PM -04:00,Las Vegas Raiders vs. Houston Texans,10/23/22 0:00,13:05:00,416,17,2,219
9/6/2022 6:44:59 PM -04:00,Las Vegas Raiders vs. Houston Texans,10/23/22 0:00,13:05:00,411,9,2,219.88
8/27/2022 11:31:04 AM -04:00,Las Vegas Raiders vs. Houston Texans,10/23/22 0:00,13:05:00,411,18,4,210.68
9/28/2022 6:22:01 PM -04:00,Las Vegas Raiders vs. Houston Texans,10/23/22 0:00,13:05:00,123,20,2,275.08
9/4/2022 1:39:15 PM -04:00,Las Vegas Raiders vs. Houston Texans,10/23/22 0:00,13:05:00,127,34,2,339
9/5/2022 8:24:51 AM -04:00,Las Vegas Raiders vs. Houston Texans,10/23/22 0:00,13:05:00,C114,25,2,539
8/27/2022 9:14:06 PM -04:00,Las Vegas Raiders vs. Houston Texans,10/23/22 0:00,13:05:00,409,16,2,201.48
9/6/2022 2:41:02 PM -04:00,Las Vegas Raiders vs. Arizona Cardinals,9/18/22 0:00,13:25:00,415,19,2,256.68
9/4/2022 8:44:00 PM -04:00,Las Vegas Raiders vs. Arizona Cardinals,9/18/22 0:00,13:25:00,409,19,2,256.68
8/29/2022 7:44:59 PM -04:00,Las Vegas Raiders vs. Houston Texans,10/23/22 0:00,13:05:00,410,19,2,210.68
8/31/2022 4:18:00 PM -04:00,Las Vegas Raiders vs. Houston Texans,10/23/22 0:00,13:05:00,410,14,2,210.68
9/9/2022 1:45:17 PM -04:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,C110,25,2,652
9/3/2022 6:50:01 PM -04:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,410,19,2,256.68
8/31/2022 1:04:29 PM -04:00,Boston Red Sox vs. New York Yankees,9/14/22 0:00,19:10:00,Right Field Roof Box SRO,SRO,6,49.14
9/1/2022 1:45:59 PM -04:00,Boston Red Sox vs. New York Yankees,9/13/22 0:00,19:10:00,Right Field Roof Box SRO,SRO,3,47.84
9/1/2022 10:15:00 PM -04:00,Boston Red Sox vs. Texas Rangers,9/2/22 0:00,19:10:00,Green Monster SRO,SRO,2,81.88
9/2/2022 10:10:30 AM -04:00,Boston Red Sox vs. New York Yankees,9/13/22 0:00,19:10:00,Right Field Roof Box SRO,SRO,14,49.14
9/2/2022 6:58:01 PM -04:00,Boston Red Sox vs. New York Yankees,9/13/22 0:00,19:10:00,Right Field Roof Box SRO,SRO,2,47.84
9/2/2022 7:04:59 PM -04:00,Boston Red Sox vs. New York Yankees,9/13/22 0:00,19:10:00,Right Field Roof Box SRO,SRO,2,47.84
9/2/2022 7:07:59 PM -04:00,Boston Red Sox vs. New York Yankees,9/13/22 0:00,19:10:00,Right Field Roof Box SRO,SRO,2,47.84
9/2/2022 7:12:59 PM -04:00,Boston Red Sox vs. New York Yankees,9/13/22 0:00,19:10:00,Right Field Roof Box SRO,SRO,2,47.84
9/3/2022 2:10:00 PM -04:00,Boston Red Sox vs. New York Yankees,9/14/22 0:00,19:10:00,Right Field Roof Box SRO,SRO,5,47.84
9/7/2022 1:45:14 AM -04:00,Los Angeles Rams vs. Dallas Cowboys,10/9/22 0:00,13:25:00,C114,15,2,807
9/11/2022 6:16:59 PM -04:00,Los Angeles Rams vs. Dallas Cowboys,10/9/22 0:00,13:25:00,122,17,2,532.68
9/8/2022 9:54:59 PM -04:00,Los Angeles Rams vs. Dallas Cowboys,10/9/22 0:00,13:25:00,232,17,2,385.48
9/6/2022 2:54:59 PM -04:00,Las Vegas Raiders vs. Denver Broncos,10/2/22 0:00,13:25:00,C109,34,2,643.08
9/12/2022 1:08:36 AM -04:00,Las Vegas Raiders vs. Denver Broncos,10/2/22 0:00,13:25:00,C110,30,2,799
9/9/2022 3:58:15 AM -04:00,Las Vegas Raiders vs. Denver Broncos,10/2/22 0:00,13:25:00,117,30,2,477
8/29/2022 12:07:02 AM -04:00,Los Angeles Chargers vs. Las Vegas Raiders,9/11/22 0:00,13:25:00,238,12,2,311.88
9/25/2022 5:12:20 PM -04:00,Los Angeles Chargers vs. Jacksonville Jaguars,9/25/22 0:00,13:05:00,VIP132,13,2,367
9/7/2022 3:06:39 PM -04:00,Las Vegas Raiders vs. Denver Broncos,10/2/22 0:00,13:25:00,102,20,2,513.97
8/28/2022 8:20:48 PM -04:00,Boston Red Sox vs. New York Yankees,9/13/22 0:00,19:10:00,Right Field Roof Box SRO,SRO,3,48.62
8/28/2022 11:20:05 PM -04:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,409,15,2,422.28
8/29/2022 9:10:00 PM -04:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,415,15,2,422.28
8/28/2022 9:30:44 PM -04:00,Boston Red Sox vs. Texas Rangers,9/2/22 0:00,19:10:00,Green Monster SRO,SRO,3,92.56
8/29/2022 1:39:59 PM -04:00,Boston Red Sox vs. New York Yankees,9/13/22 0:00,19:10:00,Right Field Roof Box SRO,SRO,2,47.84
9/17/2022 10:59:00 PM -04:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,C109,34,2,873.08
8/29/2022 3:59:41 PM -04:00,Boston Red Sox vs. New York Yankees,9/13/22 0:00,19:10:00,Right Field Roof Box SRO,SRO,2,52
9/3/2022 8:16:13 PM -04:00,Las Vegas Raiders vs. Denver Broncos,10/2/22 0:00,13:25:00,C109,32,2,688
8/29/2022 5:34:59 PM -04:00,Tampa Bay Buccaneers vs. Atlanta Falcons,10/9/22 0:00,13:00:00,NEST8,S,10,275.08
8/29/2022 8:06:59 PM -04:00,Boston Red Sox vs. Texas Rangers,9/2/22 0:00,19:10:00,Green Monster SRO,SRO,2,91.08
8/30/2022 10:50:44 AM -04:00,Boston Red Sox vs. Kansas City Royals,9/16/22 0:00,19:10:00,Green Monster SRO,SRO,2,92.56
8/30/2022 4:30:59 PM -04:00,Boston Red Sox vs. Texas Rangers,9/2/22 0:00,19:10:00,Green Monster SRO,SRO,3,91.08
8/30/2022 6:57:01 PM -04:00,Boston Red Sox vs. New York Yankees,9/13/22 0:00,19:10:00,Right Field Roof Box SRO,SRO,3,47.84
8/31/2022 9:00:41 AM -04:00,Boston Red Sox vs. Texas Rangers,9/2/22 0:00,19:10:00,Green Monster SRO,SRO,3,83.22
8/31/2022 11:49:14 AM -04:00,Boston Red Sox vs. New York Yankees,9/13/22 0:00,19:10:00,Right Field Roof Box SRO,SRO,2,48
8/11/2022 8:52:00 PM -04:00,NFL Preseason: New England Patriots vs. Carolina Panthers,8/19/22 0:00,19:00:00,Upper 306,24,1,34.04
8/16/2022 12:33:35 PM -04:00,NFL Preseason: New England Patriots vs. Carolina Panthers,8/19/22 0:00,19:00:00,Upper 313,26,1,37
8/16/2022 6:39:02 PM -04:00,NFL Preseason: New England Patriots vs. Carolina Panthers,8/19/22 0:00,19:00:00,Upper 314,23,1,31.28
8/15/2022 10:55:42 PM -04:00,NFL Preseason: New England Patriots vs. Carolina Panthers,8/19/22 0:00,19:00:00,Upper 327,22,1,34.6
8/17/2022 4:20:45 AM -04:00,NFL Preseason: New England Patriots vs. Carolina Panthers,8/19/22 0:00,19:00:00,Upper 329,26,1,31.79
8/16/2022 6:19:03 PM -04:00,NFL Preseason: New England Patriots vs. Carolina Panthers,8/19/22 0:00,19:00:00,Upper 334,24,1,31.28
8/16/2022 12:16:54 PM -04:00,New York Yankees vs. New York Mets,8/22/22 0:00,19:05:00,Legend Suite 021B,5,1,1079.1
7/27/2022 7:35:42 PM -04:00,Cleveland Guardians vs. Houston Astros,8/6/22 0:00,19:10:00,The Corner Bar,F,5,29.45
