Invoice Date,Event,Event Date,Event Time,Section,Row,Ticket Qty,Sold Price
2/21/2024 6:31:09 PM -05:00,Golden State Warriors vs. San Antonio Spurs,3/9/24 0:00,17:30:00,102,17,2,458.08
2/12/2024 4:59:28 PM -05:00,Golden State Warriors vs. San Antonio Spurs,3/9/24 0:00,17:30:00,106,18,2,347.92
3/30/2024 10:15:28 AM -04:00,Boston Celtics vs. Charlotte Hornets,4/12/24 0:00,19:30:00,141,H,2,304.98
2/16/2024 9:44:28 AM -05:00,Boston Celtics vs. Charlotte Hornets,4/12/24 0:00,19:30:00,326,13,2,100.06
4/5/2024 9:42:46 AM -04:00,Boston Celtics vs. Washington Wizards,4/14/24 0:00,13:00:00,141,H,2,265.3
4/3/2024 5:16:38 PM -04:00,Boston Celtics vs. Portland Trail Blazers,4/7/24 0:00,18:00:00,141,H,2,274.48
3/15/2024 8:39:17 PM -04:00,Boston Celtics vs. Sacramento Kings,4/5/24 0:00,19:30:00,141,H,2,439.72
3/30/2024 10:05:45 AM -04:00,Boston Celtics vs. Oklahoma City Thunder,4/3/24 0:00,19:30:00,141,H,2,364.49
3/4/2024 2:19:49 PM -05:00,Golden State Warriors vs. San Antonio Spurs,3/9/24 0:00,17:30:00,3,A5,2,1743.28
3/1/2024 10:04:29 PM -05:00,Golden State Warriors vs. San Antonio Spurs,3/9/24 0:00,17:30:00,115,15,2,660.04
3/15/2024 12:39:32 PM -04:00,Boston Celtics vs. Detroit Pistons,3/18/24 0:00,19:30:00,326,13,4,78.95
3/24/2024 6:15:15 PM -04:00,Boston Celtics vs. New York Knicks,4/11/24 0:00,19:30:00,141,H,2,366.28
3/27/2024 8:40:50 PM -04:00,Golden State Warriors vs. Utah Jazz,4/7/24 0:00,17:30:00,102,17,2,320.38
3/23/2024 10:40:13 PM -04:00,Golden State Warriors vs. New Orleans Pelicans,4/12/24 0:00,19:00:00,115,12,2,439.72
4/10/2024 10:09:28 AM -04:00,Golden State Warriors vs. New Orleans Pelicans,4/12/24 0:00,19:00:00,105,18,2,338.74
4/8/2024 6:55:40 PM -04:00,Golden State Warriors vs. New Orleans Pelicans,4/12/24 0:00,19:00:00,106,16,2,309.67
3/23/2024 4:56:48 PM -04:00,Golden State Warriors vs. Dallas Mavericks,4/2/24 0:00,19:00:00,105,10,2,439.72
3/24/2024 11:36:13 PM -04:00,Golden State Warriors vs. Dallas Mavericks,4/2/24 0:00,19:00:00,118,14,2,321.87
3/28/2024 3:56:03 PM -04:00,Los Angeles Lakers vs. Cleveland Cavaliers,4/6/24 0:00,12:30:00,103,15,2,375.06
3/19/2024 8:34:28 PM -04:00,Boston Celtics vs. Milwaukee Bucks,3/20/24 0:00,19:30:00,307,12,1,109.24
3/28/2024 3:12:00 PM -04:00,Boston Celtics vs. Sacramento Kings,4/5/24 0:00,19:30:00,326,13,4,111.86
3/28/2024 3:54:28 PM -04:00,Boston Celtics vs. New York Knicks,4/11/24 0:00,19:30:00,326,13,4,101.9
3/28/2024 7:20:59 PM -04:00,Boston Celtics vs. Charlotte Hornets,4/12/24 0:00,19:30:00,326,13,2,98.7
3/28/2024 7:58:18 PM -04:00,Boston Celtics vs. Washington Wizards,4/14/24 0:00,13:00:00,326,13,4,100.98
2/26/2024 11:08:46 AM -05:00,Golden State Warriors vs. San Antonio Spurs,3/9/24 0:00,17:30:00,104,14,2,595.78
3/7/2024 4:17:17 PM -05:00,Golden State Warriors vs. San Antonio Spurs,3/9/24 0:00,17:30:00,22,A5,2,862
3/8/2024 7:35:40 PM -05:00,Golden State Warriors vs. San Antonio Spurs,3/9/24 0:00,17:30:00,VIP,BB,2,3269.92
2/25/2024 8:37:54 AM -05:00,NBA Eastern Conference First Round: Boston Celtics vs. TBD - Home Game 1 (Date: TBD - If Necessary),4/20/24 0:00,,326,13,2,210.22
3/15/2024 5:20:28 PM -04:00,NBA Eastern Conference First Round: Boston Celtics vs. TBD - Home Game 1 (Date: TBD - If Necessary),4/20/24 0:00,,141,H,2,485.62
3/18/2024 5:39:28 PM -04:00,NBA Eastern Conference First Round: Boston Celtics vs. TBD - Home Game 2 (Date: TBD - If Necessary),4/22/24 0:00,,141,H,2,485.62
3/15/2024 2:28:26 PM -04:00,NBA Finals: Boston Celtics vs. TBD - Home Game 1 (Date: TBD - If Necessary),6/6/24 0:00,,141,H,2,2753.08
4/21/2024 9:28:59 AM -04:00,"NBA Finals: Boston Celtics vs. TBD - Home Game 2, Series Game 2 (Date: TBD - If Necessary)",6/9/24 0:00,,326,13,4,1070.71
4/19/2024 4:38:26 PM -04:00,"NBA Eastern Conference Finals: Boston Celtics vs. TBD - Home Game 3, Series Game 5 (Date: TBD - If Necessary)",5/29/24 0:00,,326,13,4,458.08
4/19/2024 6:45:28 PM -04:00,"NBA Eastern Conference Finals: Boston Celtics vs. TBD - Home Game 2, Series Game 2 (Date: TBD - If Necessary)",5/23/24 0:00,,326,13,2,398.82
4/19/2024 3:30:41 PM -04:00,"NBA Eastern Conference Finals: Boston Celtics vs. TBD - Home Game 1, Series Game 1 (Date: TBD - If Necessary)",5/21/24 0:00,,326,13,2,335.33
4/15/2024 7:45:25 PM -04:00,"NBA Eastern Conference Semifinals: Boston Celtics vs. TBD - Home Game 1, Series Game 1 (Date: TBD - If Necessary)",5/7/24 0:00,,141,H,2,814.98
4/1/2024 8:35:45 AM -04:00,"NBA Eastern Conference Semifinals: Boston Celtics vs. TBD - Home Game 1, Series Game 1 (Date: TBD - If Necessary)",5/7/24 0:00,,326,13,2,236.59
2/22/2024 6:14:43 PM -05:00,NBA Eastern Conference First Round: Boston Celtics vs. TBD - Home Game 2 (Date: TBD - If Necessary),4/22/24 0:00,,326,13,4,210.22
4/13/2024 3:02:51 PM -04:00,Golden State Warriors vs. Utah Jazz,4/14/24 0:00,12:30:00,VIP,AA,2,3303.88
3/22/2024 3:27:16 PM -04:00,Golden State Warriors vs. Utah Jazz,4/14/24 0:00,12:30:00,116,14,2,430.54
4/4/2024 11:29:29 AM -04:00,Golden State Warriors vs. Utah Jazz,4/14/24 0:00,12:30:00,115,17,2,448.9
4/7/2024 12:40:41 PM -04:00,Golden State Warriors vs. Utah Jazz,4/14/24 0:00,12:30:00,22,A4,2,793.83
2/24/2024 9:59:20 PM -05:00,Golden State Warriors vs. Utah Jazz,4/14/24 0:00,12:30:00,105,17,2,320.38
2/24/2024 4:46:08 PM -05:00,NBA Eastern Conference First Round: Boston Celtics vs. TBD - Home Game 1 (Date: TBD - If Necessary),4/20/24 0:00,,326,13,2,210.22
4/11/2024 3:22:38 PM -04:00,Golden State Warriors vs. New Orleans Pelicans,4/12/24 0:00,19:00:00,22,A5,2,733.48
4/11/2024 11:04:29 PM -04:00,Golden State Warriors vs. New Orleans Pelicans,4/12/24 0:00,19:00:00,104,16,2,412.18
3/18/2024 3:18:53 PM -04:00,Golden State Warriors vs. New Orleans Pelicans,4/12/24 0:00,19:00:00,103,13,2,448.9
3/27/2024 6:50:40 AM -04:00,Golden State Warriors vs. New Orleans Pelicans,4/12/24 0:00,19:00:00,116,12,2,457.7
3/5/2024 4:38:02 PM -05:00,Golden State Warriors vs. New Orleans Pelicans,4/12/24 0:00,19:00:00,115,17,2,421.36
3/1/2024 3:20:39 AM -05:00,Los Angeles Lakers vs. Philadelphia 76ers,3/22/24 0:00,19:30:00,101,5,2,874.28
3/24/2024 5:32:11 PM -04:00,Los Angeles Lakers vs. Indiana Pacers,3/24/24 0:00,19:00:00,101,6,2,1008.88
3/18/2024 10:10:40 PM -04:00,Los Angeles Lakers vs. Atlanta Hawks,3/18/24 0:00,19:30:00,101,8,2,503
3/4/2024 8:15:41 PM -05:00,Los Angeles Lakers vs. Minnesota Timberwolves,3/10/24 0:00,18:30:00,111,13,2,573.72
3/4/2024 4:54:39 PM -05:00,Los Angeles Lakers vs. Minnesota Timberwolves,3/10/24 0:00,18:30:00,119,18,2,451.66
3/10/2024 9:45:24 PM -04:00,Los Angeles Lakers vs. Minnesota Timberwolves,3/10/24 0:00,18:30:00,102,7,2,0
4/2/2024 3:25:42 PM -04:00,Los Angeles Lakers vs. Minnesota Timberwolves,4/7/24 0:00,19:00:00,102,14,2,455.84
3/19/2024 1:29:28 AM -04:00,Golden State Warriors vs. Dallas Mavericks,4/2/24 0:00,19:00:00,VIP,BB,2,2294.08
3/18/2024 10:34:28 PM -04:00,Golden State Warriors vs. Dallas Mavericks,4/2/24 0:00,19:00:00,103,15,2,467.26
3/16/2024 7:36:15 PM -04:00,Golden State Warriors vs. Dallas Mavericks,4/2/24 0:00,19:00:00,116,14,2,450.98
3/25/2024 2:29:29 PM -04:00,Golden State Warriors vs. Dallas Mavericks,4/2/24 0:00,19:00:00,117,18,2,357.1
3/16/2024 2:14:29 AM -04:00,Los Angeles Lakers vs. Minnesota Timberwolves,4/7/24 0:00,19:00:00,103,18,2,329.56
4/6/2024 6:00:26 PM -04:00,Los Angeles Lakers vs. Minnesota Timberwolves,4/7/24 0:00,19:00:00,113,15,2,417.18
3/20/2024 6:34:00 PM -04:00,Boston Celtics vs. Milwaukee Bucks,3/20/24 0:00,19:30:00,326,13,4,69.31
3/16/2024 8:34:59 PM -04:00,Boston Celtics vs. Milwaukee Bucks,3/20/24 0:00,19:30:00,304,13,2,150.95
3/20/2024 10:33:30 AM -04:00,Boston Celtics vs. Milwaukee Bucks,3/20/24 0:00,19:30:00,306,14,2,109
3/20/2024 10:18:10 AM -04:00,Boston Celtics vs. Milwaukee Bucks,3/20/24 0:00,19:30:00,307,12,4,100.06
3/19/2024 5:02:33 PM -04:00,Boston Celtics vs. Milwaukee Bucks,3/20/24 0:00,19:30:00,319,13,2,109.24
4/1/2024 12:40:27 PM -04:00,"NBA Eastern Conference Finals: Boston Celtics vs. TBD - Home Game 2, Series Game 2 (Date: TBD - If Necessary)",5/23/24 0:00,,326,13,2,498.78
4/2/2024 3:49:35 PM -04:00,Olivia Rodrigo,4/2/24 0:00,19:30:00,7,26,2,739
4/2/2024 5:50:23 PM -04:00,Olivia Rodrigo,4/2/24 0:00,19:30:00,306,7,2,610.98
4/2/2024 5:20:39 PM -04:00,Olivia Rodrigo,4/2/24 0:00,19:30:00,15,23,1,455.84
4/2/2024 5:10:41 PM -04:00,Olivia Rodrigo,4/2/24 0:00,19:30:00,306,7,2,547.19
4/5/2024 4:21:14 PM -04:00,Martin Garrix,4/5/24 0:00,22:00:00,GA,GA,1,107.22
4/5/2024 4:21:15 PM -04:00,Martin Garrix,4/6/24 0:00,22:00:00,GA,GA,1,107.22
4/21/2024 9:50:28 PM -04:00,"NBA Eastern Conference Finals: Boston Celtics vs. TBD - Home Game 2, Series Game 2 (Date: TBD - If Necessary)",5/23/24 0:00,,12,15,2,2336.82
4/13/2024 5:09:22 PM -04:00,"NBA Eastern Conference Finals: Boston Celtics vs. TBD - Home Game 2, Series Game 2 (Date: TBD - If Necessary)",5/23/24 0:00,,12,15,2,1376.08
4/20/2024 1:41:14 PM -04:00,"NBA Eastern Conference Finals: Boston Celtics vs. TBD - Home Game 2, Series Game 2 (Date: TBD - If Necessary)",5/23/24 0:00,,16,18,2,791
4/13/2024 3:28:07 PM -04:00,"NBA Eastern Conference Finals: Boston Celtics vs. TBD - Home Game 2, Series Game 2 (Date: TBD - If Necessary)",5/23/24 0:00,,3,22,2,733.48
4/18/2024 12:05:26 AM -04:00,"NBA Western Conference First Round: Los Angeles Lakers vs. Denver Nuggets - Home Game 2, Series Game 4",4/27/24 0:00,17:30:00,114,16,2,641.58
4/17/2024 3:40:29 PM -04:00,"NBA Eastern Conference Finals: Boston Celtics vs. TBD - Home Game 1, Series Game 1 (Date: TBD - If Necessary)",5/21/24 0:00,,326,13,2,374.4216
4/20/2024 1:08:00 PM -04:00,"NBA Eastern Conference First Round: Miami Heat vs. Boston Celtics - Home Game 1, Series Game 3",4/27/24 0:00,18:00:00,119,18,2,540.7
4/19/2024 9:58:59 PM -04:00,"NBA Eastern Conference First Round: Miami Heat vs. Boston Celtics - Home Game 1, Series Game 3",4/27/24 0:00,18:00:00,120,10,2,534.86
4/17/2024 8:34:31 PM -04:00,"NBA Eastern Conference First Round: Miami Heat vs. TBD - Home Game 1, Series Game 3 (Date: TBD - If Necessary)",4/20/24 0:00,,106,16,2,513.16
4/19/2024 8:04:14 PM -04:00,"NBA Western Conference First Round: Los Angeles Lakers vs. Denver Nuggets - Home Game 2, Series Game 4",4/27/24 0:00,17:30:00,CRT,1,2,11933.08
4/19/2024 10:32:19 PM -04:00,"NBA Eastern Conference First Round: Miami Heat vs. Boston Celtics - Home Game 1, Series Game 3",4/27/24 0:00,18:00:00,106,20,2,549.88
4/18/2024 3:50:34 PM -04:00,"NBA Eastern Conference First Round: Miami Heat vs. Boston Celtics - Home Game 1, Series Game 3 (If Necessary)",4/27/24 0:00,18:00:00,311,18,2,119
4/18/2024 5:52:31 PM -04:00,"NBA Eastern Conference First Round: Miami Heat vs. Boston Celtics - Home Game 1, Series Game 3 (If Necessary)",4/27/24 0:00,18:00:00,322,18,2,119
4/20/2024 4:55:05 AM -04:00,"NBA Eastern Conference First Round: Miami Heat vs. Boston Celtics - Home Game 2, Series Game 4",4/29/24 0:00,,416,16,2,124
4/20/2024 12:36:14 PM -04:00,"NBA Eastern Conference First Round: Miami Heat vs. Boston Celtics - Home Game 2, Series Game 4",4/29/24 0:00,,116,28,2,269.4
4/18/2024 3:36:14 PM -04:00,"NBA Eastern Conference First Round: New York Knicks vs. Philadelphia 76ers - Home Game 2, Series Game 2",4/22/24 0:00,19:30:00,4,1,2,2341.7
4/21/2024 7:46:15 PM -04:00,"NBA Eastern Conference First Round: Miami Heat vs. Boston Celtics - Home Game 1, Series Game 3",4/27/24 0:00,18:00:00,120,10,2,377.52
10/5/2022 2:05:23 PM -04:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,437,13,2,459
10/3/2022 11:39:28 PM -04:00,NL Wild Card: St. Louis Cardinals vs. TBD - Home Game 1,10/7/22 0:00,,368,6,3,36.85
10/4/2022 10:37:59 PM -04:00,Los Angeles Rams vs. Dallas Cowboys,10/9/22 0:00,13:25:00,121,6,1,495.88
10/22/2022 1:20:42 AM -04:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,106,34,1,298.26
10/13/2022 9:39:15 PM -04:00,Las Vegas Raiders vs. Houston Texans,10/23/22 0:00,13:05:00,117,29,1,261
10/15/2022 11:55:48 AM -04:00,Las Vegas Raiders vs. Houston Texans,10/23/22 0:00,13:05:00,C111,22,4,679
10/6/2022 10:30:00 AM -04:00,Las Vegas Raiders vs. Los Angeles Chargers,12/4/22 0:00,13:25:00,123,30,2,400.9
10/4/2022 10:45:39 PM -04:00,Las Vegas Raiders vs. Los Angeles Chargers,12/4/22 0:00,13:25:00,122,20,2,387.09
10/16/2022 7:12:18 PM -04:00,Las Vegas Raiders vs. Los Angeles Chargers,12/4/22 0:00,13:25:00,117,26,4,533
10/7/2022 4:25:39 AM -04:00,Las Vegas Raiders vs. Los Angeles Chargers,12/4/22 0:00,13:25:00,117,26,2,475.92
12/21/2022 5:55:59 PM -05:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,C133,24,2,1163.74
12/22/2022 5:20:40 PM -05:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,107,28,4,747.06
12/27/2022 2:31:27 PM -05:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,106,27,4,749
12/16/2022 12:05:40 AM -05:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,117,20,4,719.02
10/8/2022 12:35:40 AM -04:00,Las Vegas Raiders vs. Houston Texans,10/23/22 0:00,13:05:00,311,6,3,410.46
10/10/2022 5:58:19 PM -04:00,Las Vegas Raiders vs. Houston Texans,10/23/22 0:00,13:05:00,435,11,2,210
10/23/2022 2:33:59 AM -04:00,Las Vegas Raiders vs. Houston Texans,10/23/22 0:00,13:05:00,338,10,3,329.03
10/10/2022 7:51:05 PM -04:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,441,14,3,525.28
10/14/2022 1:33:15 PM -04:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,346,11,2,269
10/11/2022 11:28:37 AM -04:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,107,25,4,439
11/9/2022 11:18:59 AM -05:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,311,12,1,280.5
10/11/2022 11:40:18 AM -04:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,310,8,2,252
10/23/2022 11:12:59 PM -04:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,430,9,2,455.21
10/12/2022 8:02:04 PM -04:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,322,10,2,448.74
10/30/2022 1:59:18 PM -04:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,129,31,2,672.26
10/23/2022 6:17:59 PM -04:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,442,11,1,464.91
10/11/2022 1:09:00 AM -04:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,437,12,2,448.74
10/22/2022 7:26:31 PM -04:00,Las Vegas Raiders vs. Los Angeles Chargers,12/4/22 0:00,13:25:00,413,9,2,319
11/9/2022 7:15:46 PM -05:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,122,24,1,232.82
11/6/2022 3:35:43 PM -05:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,311,12,1,298.26
10/22/2022 2:00:42 PM -04:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,102,21,1,298.26
10/14/2022 11:23:19 AM -04:00,Las Vegas Raiders vs. Houston Texans,10/23/22 0:00,13:05:00,413,15,1,196
10/12/2022 12:11:01 AM -04:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,323,8,2,439.17
10/11/2022 11:58:04 AM -04:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,326,10,2,439.17
10/14/2022 10:28:00 PM -04:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,117,17,2,719
10/18/2022 11:13:04 PM -04:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,107,17,2,649.33
12/5/2022 8:33:00 PM -05:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,123,20,1,581.38
10/24/2022 1:47:14 PM -04:00,Las Vegas Raiders vs. New England Patriots,12/18/22 0:00,17:20:00,C112,25,2,1099.56
11/14/2022 4:18:06 PM -05:00,Los Angeles Chargers vs. Miami Dolphins,12/11/22 0:00,13:05:00,323,5,2,338.73
10/28/2022 12:55:12 PM -04:00,Los Angeles Rams vs. Denver Broncos,12/25/22 0:00,13:30:00,C221,9,2,529
10/12/2022 1:02:59 AM -04:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,442,11,3,544.42
10/12/2022 1:11:13 AM -04:00,Las Vegas Raiders vs. Houston Texans,10/23/22 0:00,13:05:00,117,29,3,374
10/12/2022 10:23:02 AM -04:00,Las Vegas Raiders vs. Houston Texans,10/23/22 0:00,13:05:00,413,15,3,257.38
10/12/2022 5:53:04 PM -04:00,Los Angeles Chargers vs. Kansas City Chiefs,11/20/22 0:00,13:25:00,101,10,2,333.92
10/13/2022 7:55:24 PM -04:00,"American League Division Series: Seattle Mariners vs. Houston Astros - Home Game 1, Series Game 3",10/15/22 0:00,13:07:00,125,12,2,418.95
10/13/2022 8:08:02 PM -04:00,"American League Division Series: Seattle Mariners vs. Houston Astros - Home Game 2, Series Game 4 (If Necessary)",10/16/22 0:00,12:07:00,126,17,2,352.1
10/13/2022 7:15:29 PM -04:00,"American League Division Series: Seattle Mariners vs. Houston Astros - Home Game 1, Series Game 3",10/15/22 0:00,13:07:00,125,12,1,399
10/15/2022 3:40:02 PM -04:00,"American League Division Series: Cleveland Guardians vs. New York Yankees - Home Game 1, Series Game 3",10/15/22 0:00,19:37:00,SRO,GA,2,137.78
10/14/2022 9:20:26 PM -04:00,"American League Division Series: Cleveland Guardians vs. New York Yankees - Home Game 1, Series Game 3",10/15/22 0:00,19:37:00,SRO,GA,3,198.45
10/14/2022 9:40:24 PM -04:00,"American League Division Series: Cleveland Guardians vs. New York Yankees - Home Game 1, Series Game 3",10/15/22 0:00,19:37:00,SRO,GA,3,198.45
10/14/2022 11:37:20 PM -04:00,Kansas City Chiefs vs. Buffalo Bills,10/16/22 0:00,15:25:00,133,18,1,598
10/15/2022 12:30:24 PM -04:00,"American League Division Series: Cleveland Guardians vs. New York Yankees - Home Game 1, Series Game 3",10/15/22 0:00,19:37:00,SRO,GA,3,198.45
10/14/2022 1:35:04 PM -04:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,411,10,2,284
10/16/2022 11:49:27 PM -04:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,413,14,2,319
10/4/2022 12:11:05 PM -04:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,117,26,4,569
9/27/2022 8:45:22 PM -04:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,102,37,2,379
9/20/2022 5:41:17 PM -04:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,144,15,2,369
10/29/2022 10:28:23 PM -04:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,415,8,1,251.38
9/21/2022 11:31:59 AM -04:00,Las Vegas Raiders vs. Los Angeles Chargers,12/4/22 0:00,13:25:00,435,12,2,293.48
10/23/2022 10:13:59 PM -04:00,Las Vegas Raiders vs. Los Angeles Chargers,12/4/22 0:00,13:25:00,144,30,2,426.09
10/17/2022 4:25:45 PM -04:00,Las Vegas Raiders vs. New England Patriots,12/18/22 0:00,17:20:00,102,25,2,447.86
10/7/2022 4:01:33 AM -04:00,Las Vegas Raiders vs. Houston Texans,10/23/22 0:00,13:05:00,C113,19,2,561
9/20/2022 8:24:59 PM -04:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,415,8,3,302.68
9/21/2022 12:08:02 AM -04:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,420,8,3,495.88
10/5/2022 9:18:03 AM -04:00,Las Vegas Raiders vs. Los Angeles Chargers,12/4/22 0:00,13:25:00,415,14,2,279.68
10/20/2022 7:32:04 AM -04:00,Las Vegas Raiders vs. Los Angeles Chargers,12/4/22 0:00,13:25:00,439,10,2,309.62
10/30/2022 7:00:43 PM -04:00,Las Vegas Raiders vs. Los Angeles Chargers,12/4/22 0:00,13:25:00,415,13,2,298.26
10/13/2022 2:52:14 AM -04:00,Los Angeles Rams vs. San Francisco 49ers,10/30/22 0:00,13:25:00,C115,12,2,617
10/16/2022 8:49:42 PM -04:00,Los Angeles Rams vs. San Francisco 49ers,10/30/22 0:00,13:25:00,233,22,2,349
10/4/2022 2:08:01 PM -04:00,Los Angeles Rams vs. San Francisco 49ers,10/30/22 0:00,13:25:00,316,8,2,399
10/11/2022 8:10:45 PM -04:00,Los Angeles Rams vs. San Francisco 49ers,10/30/22 0:00,13:25:00,232,21,4,391.76
10/6/2022 1:12:00 PM -04:00,Dallas Cowboys vs. New York Giants,11/24/22 0:00,15:30:00,C112,7,2,1099.36
11/6/2022 4:19:37 AM -05:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,410,12,1,259
10/17/2022 3:50:47 PM -04:00,Dallas Cowboys vs. Indianapolis Colts,12/4/22 0:00,19:20:00,C107,15,2,532.02
10/15/2022 6:13:23 PM -04:00,Dallas Cowboys vs. Indianapolis Colts,12/4/22 0:00,19:20:00,C108,11,2,799
11/10/2022 3:44:00 PM -05:00,Dallas Cowboys vs. Houston Texans,12/11/22 0:00,12:00:00,C113,16,2,794.92
10/16/2022 5:05:17 PM -04:00,Dallas Cowboys vs. Houston Texans,12/11/22 0:00,12:00:00,C108,10,2,748
11/13/2022 7:22:15 PM -05:00,Dallas Cowboys vs. Houston Texans,12/11/22 0:00,12:00:00,127,14,2,394.58
10/15/2022 11:15:29 PM -04:00,"American League Division Series: Cleveland Guardians vs. New York Yankees - Home Game 2, Series Game 4",10/16/22 0:00,19:07:00,577,L,5,132.87
10/16/2022 2:25:42 PM -04:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,311,12,3,373.06
10/23/2022 6:27:59 PM -04:00,"World Series: Philadelphia Phillies vs. TBD - Home Game 1, Series Game 3",10/31/22 0:00,,SRO,GA,2,1183.16
10/16/2022 8:50:19 PM -04:00,Las Vegas Raiders vs. San Francisco 49ers,1/1/23 0:00,13:05:00,123,20,3,673
10/17/2022 12:01:08 AM -04:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,117,31,1,455.21
10/17/2022 10:18:46 AM -04:00,"National League Championship Series: Philadelphia Phillies vs. San Diego Padres - Home Game 2, Series Game 4",10/22/22 0:00,19:45:00,SRO,GA,1,424
10/17/2022 10:22:05 AM -04:00,Tampa Bay Buccaneers vs. Baltimore Ravens,10/27/22 0:00,20:15:00,NEST8,S,5,241.67
10/17/2022 3:35:46 PM -04:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,102,21,3,391.76
10/17/2022 7:40:30 PM -04:00,Boston Celtics vs. Cleveland Cavaliers,10/28/22 0:00,19:30:00,Balcony 324,12,2,62
10/17/2022 10:22:00 PM -04:00,Las Vegas Raiders vs. Los Angeles Chargers,12/4/22 0:00,13:25:00,409,17,3,364.95
10/18/2022 6:40:59 PM -04:00,Boston Celtics vs. Philadelphia 76ers,10/18/22 0:00,19:30:00,322,12,1,154.32
10/18/2022 6:34:01 PM -04:00,Boston Celtics vs. Philadelphia 76ers,10/18/22 0:00,19:30:00,322,12,3,154.32
10/18/2022 6:37:13 PM -04:00,Boston Celtics vs. Philadelphia 76ers,10/18/22 0:00,19:30:00,322,12,1,149
10/18/2022 6:42:16 PM -04:00,Las Vegas Raiders vs. Indianapolis Colts,11/13/22 0:00,13:05:00,106,34,3,383
10/15/2022 2:59:01 PM -04:00,"American League Division Series: Cleveland Guardians vs. New York Yankees - Home Game 1, Series Game 3",10/15/22 0:00,19:37:00,SRO,GA,1,137.78
10/16/2022 5:00:18 PM -04:00,"National League Championship Series: Philadelphia Phillies vs. San Diego Padres - Home Game 1, Series Game 3",10/21/22 0:00,,131,22,2,710
10/15/2022 5:39:16 PM -04:00,"National League Championship Series: Philadelphia Phillies vs. TBD - Home Game 1, Series Game 3",10/21/22 0:00,,102,15,2,501
10/15/2022 5:01:05 PM -04:00,"National League Championship Series: Philadelphia Phillies vs. TBD - Home Game 1, Series Game 3 (If Necessary)",10/21/22 0:00,,308,14,2,381.76
10/16/2022 2:31:04 PM -04:00,Kansas City Chiefs vs. Buffalo Bills,10/16/22 0:00,15:25:00,134,17,1,241.67
10/16/2022 2:04:19 AM -04:00,Kansas City Chiefs vs. Buffalo Bills,10/16/22 0:00,15:25:00,133,18,1,327
10/15/2022 5:40:28 PM -04:00,"National League Championship Series: Philadelphia Phillies vs. TBD - Home Game 1, Series Game 3",10/21/22 0:00,,422,16,2,439.95
